source,destination,cab_type,product_id,name,distance,surge_multiplier,short_summary,precipIntensity,precipProbability,temperatureLow,temperatureLowTime,apparentTemperatureLowTime,icon,pressure,cloudCover,ozone,moonPhase,temperatureMinTime,apparentTemperatureMinTime,price
5,1,0,8,7,1.36,1.0,1,0.0,0.0,37.6,1543489200,1543478400,4,991.07,0.76,345.8,0.72,1543399200,1543399200,3.5
10,5,0,11,6,1.75,1.0,3,0.0,0.0,33.65,1543399200,1543399200,4,991.29,0.28,307.6,0.68,1543377600,1543377600,13.5
11,9,1,4,8,2.14,1.0,2,0.0,0.0,31.31,1543662000,1543662000,2,1017.81,1.0,289.9,0.79,1543579200,1543579200,16.77
10,6,0,11,6,1.73,1.0,1,0.0,0.0,34.58,1543712400,1543712400,4,1019.38,0.83,284.1,0.82,1543662000,1543662000,13.5
3,0,0,12,2,1.45,1.0,2,0.0,0.0,31.31,1543662000,1543662000,2,1017.81,1.0,289.9,0.79,1543579200,1543579200,13.5
8,11,1,3,11,2.87,1.0,1,0.0,0.0,37.44,1543489200,1543478400,3,991.41,0.81,352.0,0.72,1543399200,1543399200,22.5
7,5,0,10,4,0.71,1.0,1,0.0,0.0,35.04,1543712400,1543712400,4,1021.74,0.67,281.4,0.82,1543658400,1543658400,27.5
10,5,0,11,6,1.73,1.0,1,0.0,0.0,37.64,1543485600,1543478400,3,991.36,0.54,347.5,0.72,1543399200,1543399200,13.5
1,6,0,10,4,1.73,1.0,1,0.0,0.0,37.33,1543489200,1543478400,3,991.46,0.74,351.9,0.72,1543399200,1543399200,27.5
5,7,0,10,4,0.53,1.0,1,0.0,0.0,37.33,1543489200,1543478400,3,991.46,0.74,351.9,0.72,1543399200,1543399200,27.5
3,7,0,8,7,3.21,1.0,1,0.0,0.0,31.55,1543658400,1543658400,4,1018.55,0.86,290.6,0.79,1543575600,1543568400,7.0
10,9,0,11,6,0.58,1.0,2,0.0,0.0,37.37,1543489200,1543478400,2,992.85,1.0,355.0,0.72,1543399200,1543399200,9.0
6,0,0,10,4,2.9,1.0,1,0.0,0.0,37.17,1543464000,1543460400,4,997.37,0.75,348.9,0.72,1543399200,1543399200,32.5
11,5,0,8,7,0.88,1.0,0,0.0,0.0,31.57,1543658400,1543658400,1,1014.74,0.0,286.9,0.79,1543579200,1543575600,5.0
4,5,0,11,6,1.23,1.0,3,0.0,0.0,28.68,1543575600,1543568400,3,1008.44,0.35,307.4,0.75,1543550400,1543550400,13.5
1,3,0,10,4,2.46,1.0,1,0.0,0.0,37.64,1543485600,1543478400,3,991.36,0.54,347.5,0.72,1543399200,1543399200,30.0
4,5,0,9,3,0.94,1.0,0,0.0,0.0,33.75,1543399200,1543399200,1,991.99,0.12,315.1,0.68,1543377600,1543377600,16.5
1,9,0,7,5,2.36,1.0,2,0.0,0.0,35.04,1543712400,1543712400,2,1019.21,0.94,287.3,0.82,1543658400,1543658400,9.0
0,3,0,11,6,1.39,1.0,2,0.0,0.0,37.6,1543489200,1543478400,2,994.99,1.0,354.8,0.72,1543399200,1543399200,10.5
7,5,1,6,12,1.99,1.0,0,0.0,0.0,31.71,1543658400,1543658400,0,1017.01,0.01,277.1,0.79,1543579200,1543575600,10.5
8,4,1,3,11,4.53,1.0,0,0.0,0.0,31.48,1543658400,1543658400,1,1014.31,0.0,288.3,0.79,1543575600,1543568400,21.5
10,2,0,8,7,4.65,1.0,3,0.0,0.0,34.58,1543712400,1543712400,4,1023.33,0.46,274.1,0.82,1543662000,1543662000,10.5
2,4,1,6,12,4.72,1.0,0,0.0,0.0,31.31,1543662000,1543662000,0,1017.45,0.02,272.9,0.79,1543579200,1543579200,13.0
10,9,0,7,5,0.58,1.0,3,0.0,0.0,36.71,1543478400,1543460400,4,998.36,0.44,347.7,0.72,1543402800,1543392000,7.0
11,5,0,8,7,0.82,1.0,3,0.0,0.0,37.44,1543489200,1543478400,3,991.71,0.37,350.4,0.72,1543399200,1543399200,5.0
6,7,1,2,1,1.03,1.0,1,0.0,0.0,28.79,1543579200,1543575600,3,1007.12,0.53,309.7,0.75,1543550400,1543550400,26.0
11,9,1,5,9,1.71,1.0,3,0.0,0.0,28.68,1543575600,1543568400,3,1008.44,0.35,307.4,0.75,1543550400,1543550400,9.0
1,2,1,0,10,2.27,1.0,1,0.0,0.0,28.69,1543579200,1543568400,4,1000.3,0.79,344.1,0.75,1543550400,1543550400,9.0
9,10,1,0,10,1.12,1.0,3,0.0,0.0,36.71,1543478400,1543460400,4,998.36,0.44,347.7,0.72,1543402800,1543392000,12.5
3,11,0,9,3,2.78,1.0,2,0.0,0.0,37.6,1543489200,1543478400,2,994.99,1.0,354.8,0.72,1543399200,1543399200,27.5
0,8,1,2,1,1.08,1.0,3,0.0,0.0,36.71,1543478400,1543460400,4,998.36,0.44,347.7,0.72,1543402800,1543392000,26.0
2,4,0,12,2,4.46,1.0,2,0.0,0.0,31.48,1543658400,1543658400,2,1018.23,0.97,290.5,0.79,1543575600,1543568400,26.0
5,1,0,11,6,1.35,1.0,0,0.0,0.0,33.75,1543399200,1543399200,1,991.99,0.12,315.1,0.68,1543377600,1543377600,10.5
4,8,0,10,4,2.74,1.0,3,0.0,0.0,37.44,1543489200,1543478400,4,991.05,0.48,344.7,0.72,1543399200,1543399200,34.0
2,7,0,10,4,3.49,1.0,1,0.0,0.0,37.6,1543489200,1543478400,4,991.07,0.76,345.8,0.72,1543399200,1543399200,38.5
8,11,0,7,5,2.84,1.0,3,0.0,0.0,28.42,1543579200,1543579200,3,1006.23,0.22,331.8,0.75,1543550400,1543550400,9.0
0,6,1,4,8,2.33,1.0,1,0.0,0.0,37.6,1543489200,1543478400,4,991.07,0.76,345.8,0.72,1543399200,1543399200,16.77
2,0,1,0,10,1.51,1.0,0,0.0,0.0,31.57,1543665600,1543658400,0,1016.84,0.12,269.9,0.79,1543579200,1543579200,8.0
0,6,1,6,12,2.33,1.0,1,0.0,0.0,37.6,1543489200,1543478400,4,996.92,0.77,349.9,0.72,1543399200,1543399200,8.5
9,11,1,6,12,1.76,1.0,3,0.0,0.0,34.9,1543712400,1543712400,3,1022.41,0.42,273.9,0.82,1543658400,1543658400,8.0
10,6,0,10,4,1.74,1.0,1,0.0,0.0,37.6,1543489200,1543478400,4,991.07,0.76,345.8,0.72,1543399200,1543399200,26.0
3,0,0,7,5,1.47,1.0,3,0.0,0.0,34.9,1543712400,1543712400,3,1022.59,0.24,278.7,0.82,1543658400,1543658400,7.0
0,6,0,7,5,3.01,1.0,3,0.0,0.0,28.42,1543579200,1543579200,3,1006.23,0.22,331.8,0.75,1543550400,1543550400,11.0
1,8,1,1,0,1.97,1.0,1,0.0,0.0,37.64,1543485600,1543478400,3,991.36,0.54,347.5,0.72,1543399200,1543399200,18.5
7,8,1,4,8,3.3,1.0,1,0.0,0.0,33.85,1543399200,1543399200,3,991.0,0.82,311.4,0.68,1543377600,1543377600,16.77
2,0,0,12,2,2.33,1.0,2,0.0,0.0,37.33,1543489200,1543478400,2,993.87,1.0,355.2,0.72,1543399200,1543399200,16.5
5,4,1,3,11,1.0,1.0,2,0.0,0.0,30.17,1543662000,1543662000,2,1017.33,1.0,285.6,0.79,1543579200,1543575600,11.5
8,1,1,4,8,2.61,1.0,3,0.0,0.0,35.04,1543712400,1543712400,3,1022.86,0.3,274.8,0.82,1543658400,1543658400,16.77
11,8,0,8,7,3.11,1.0,1,0.0,0.0,37.64,1543485600,1543478400,3,991.36,0.54,347.5,0.72,1543399200,1543399200,7.0
3,10,1,4,8,2.66,1.0,2,0.0,0.0,37.37,1543489200,1543478400,2,991.33,1.0,352.4,0.72,1543399200,1543399200,16.77
5,11,1,6,12,0.62,1.0,0,0.0,0.0,31.55,1543658400,1543658400,1,1015.25,0.0,282.9,0.79,1543575600,1543568400,7.5
10,8,0,12,2,3.01,1.0,0,0.0,0.0,33.75,1543399200,1543399200,1,991.99,0.12,315.1,0.68,1543377600,1543377600,19.5
11,8,1,2,1,3.15,1.0,1,0.0,0.0,37.33,1543489200,1543478400,3,991.46,0.74,351.9,0.72,1543399200,1543399200,35.0
4,8,0,11,6,4.3,1.0,1,0.0,0.0,28.9,1543579200,1543575600,4,1001.97,0.53,341.9,0.75,1543550400,1543550400,22.5
9,11,1,3,11,1.97,1.0,0,0.0,0.0,31.55,1543658400,1543658400,1,1015.25,0.0,282.9,0.79,1543575600,1543568400,15.0
6,7,0,9,3,1.24,1.0,3,0.0,0.0,33.65,1543399200,1543399200,4,991.29,0.28,307.6,0.68,1543377600,1543377600,16.5
8,4,0,10,4,4.18,1.0,1,0.0,0.0,34.88,1543712400,1543712400,3,1022.26,0.54,280.0,0.82,1543665600,1543658400,42.5
2,0,0,8,7,1.53,1.0,1,0.0,0.0,37.44,1543489200,1543478400,3,991.41,0.81,352.0,0.72,1543399200,1543399200,3.0
10,3,0,11,6,3.17,1.0,0,0.0,0.0,31.57,1543665600,1543658400,0,1016.84,0.12,269.9,0.79,1543579200,1543579200,16.5
3,0,0,10,4,1.42,1.0,2,0.0,0.0,31.71,1543658400,1543658400,2,1017.16,1.0,281.8,0.79,1543579200,1543575600,27.5
0,6,0,11,6,3.0,1.0,2,0.0,0.0,31.31,1543662000,1543662000,2,1017.81,1.0,289.9,0.79,1543579200,1543579200,19.5
3,1,0,11,6,2.41,1.0,2,0.0,0.0,37.33,1543489200,1543478400,2,993.87,1.0,355.2,0.72,1543399200,1543399200,13.5
5,10,0,7,5,1.23,1.0,1,0.0,0.0,30.17,1543662000,1543662000,4,1018.24,0.8,290.3,0.79,1543579200,1543575600,7.0
0,9,1,1,0,1.68,1.0,3,0.0,0.0,35.04,1543712400,1543712400,3,1022.86,0.3,274.8,0.82,1543658400,1543658400,21.5
8,0,0,8,7,1.43,1.0,1,0.0,0.0,37.64,1543485600,1543478400,3,991.36,0.54,347.5,0.72,1543399200,1543399200,5.0
11,2,0,8,7,2.97,1.0,2,0.0,0.0,37.6,1543489200,1543478400,2,991.21,1.0,353.1,0.72,1543399200,1543399200,7.0
6,7,1,5,9,1.03,1.0,0,0.0,0.0,33.75,1543399200,1543399200,1,991.99,0.12,315.1,0.68,1543377600,1543377600,5.5
6,11,1,3,11,1.22,1.0,0,0.0,0.0,31.42,1543658400,1543658400,0,1016.59,0.0,279.5,0.79,1543579200,1543575600,11.5
0,8,1,5,9,1.1,1.0,2,0.0,0.0,37.59,1543485600,1543478400,2,991.85,1.0,354.2,0.72,1543399200,1543399200,6.0
7,6,1,0,10,0.94,1.0,1,0.0,0.0,37.6,1543489200,1543478400,4,996.92,0.77,349.9,0.72,1543399200,1543399200,7.0
3,1,1,5,9,3.31,1.0,2,0.0,0.0,33.59,1543399200,1543399200,2,990.2,0.92,316.3,0.68,1543377600,1543377600,9.0
11,8,0,12,2,3.03,1.0,2,0.0,0.0,31.57,1543665600,1543658400,2,1017.51,1.0,288.7,0.79,1543579200,1543579200,22.5
3,0,1,3,11,1.5,1.0,2,0.0,0.0,37.37,1543489200,1543478400,2,991.33,1.0,352.4,0.72,1543399200,1543399200,12.0
3,11,1,3,11,2.71,1.0,1,0.0,0.0,37.33,1543489200,1543478400,3,991.46,0.74,351.9,0.72,1543399200,1543399200,16.0
3,7,0,9,3,3.24,1.0,2,0.0,0.0,33.59,1543399200,1543399200,2,990.2,0.92,316.3,0.68,1543377600,1543377600,27.5
0,3,0,9,3,1.43,1.0,1,0.0,0.0,37.64,1543485600,1543478400,3,991.36,0.54,347.5,0.72,1543399200,1543399200,16.5
2,11,0,7,5,3.06,1.0,0,0.0,0.0,28.64,1543579200,1543579200,0,1005.85,0.12,335.5,0.75,1543550400,1543550400,11.0
11,9,1,0,10,2.14,1.0,1,0.0,0.0,37.33,1543489200,1543478400,3,991.46,0.74,351.9,0.72,1543399200,1543399200,9.5
4,3,0,9,3,4.58,1.0,3,0.0,0.0,37.44,1543489200,1543478400,4,991.05,0.48,344.7,0.72,1543399200,1543399200,34.0
3,0,1,1,0,1.5,1.0,1,0.0,0.0,37.33,1543489200,1543478400,3,991.46,0.74,351.9,0.72,1543399200,1543399200,16.0
1,5,0,8,7,1.31,1.0,0,0.0,0.0,31.42,1543658400,1543658400,0,1016.59,0.0,279.5,0.79,1543579200,1543575600,5.0
11,8,1,4,8,3.08,1.0,3,0.0,0.0,28.42,1543579200,1543579200,3,1006.23,0.22,331.8,0.75,1543550400,1543550400,16.77
7,8,0,7,5,3.28,1.0,3,0.0,0.0,34.83,1543712400,1543712400,4,1023.57,0.31,271.5,0.82,1543658400,1543658400,10.5
7,8,1,4,8,3.42,1.0,0,0.0,0.0,31.57,1543658400,1543658400,1,1014.74,0.0,286.9,0.79,1543579200,1543575600,16.77
0,8,1,5,9,1.1,1.0,3,0.0,0.0,34.58,1543712400,1543712400,4,1023.33,0.46,274.1,0.82,1543662000,1543662000,6.5
6,11,1,0,10,1.16,1.0,1,0.0,0.0,34.95,1543712400,1543712400,4,1023.35,0.81,273.2,0.82,1543665600,1543658400,7.5
4,6,0,9,3,1.03,1.0,2,0.0,0.0,31.71,1543658400,1543658400,2,1017.09,1.0,280.7,0.79,1543579200,1543575600,16.5
11,2,1,0,10,2.8,1.0,2,0.0,0.0,37.59,1543485600,1543478400,2,991.85,1.0,354.2,0.72,1543399200,1543399200,14.0
5,1,1,4,8,0.91,1.0,0,0.0,0.0,31.26,1543658400,1543658400,1,1016.49,0.0,279.8,0.79,1543579200,1543557600,16.77
2,7,1,6,12,3.39,1.0,1,0.0,0.0,28.42,1543579200,1543579200,4,1000.98,0.74,343.1,0.75,1543550400,1543550400,10.5
2,4,1,2,1,4.72,1.0,3,0.0,0.0,33.82,1543399200,1543399200,4,991.84,0.13,308.4,0.68,1543377600,1543377600,41.5
6,7,0,9,3,1.12,1.0,1,0.0,0.0,37.64,1543485600,1543478400,3,991.36,0.54,347.5,0.72,1543399200,1543399200,16.5
5,1,0,11,6,1.29,1.0,2,0.0,0.0,36.71,1543478400,1543460400,2,995.3,1.0,355.0,0.72,1543402800,1543392000,13.5
4,5,1,4,8,1.02,1.0,3,0.0,0.0,34.67,1543712400,1543712400,4,1021.7,0.4,280.6,0.82,1543658400,1543658400,16.77
3,11,0,12,2,2.88,1.0,3,0.0,0.0,35.04,1543712400,1543712400,3,1022.32,0.44,280.1,0.82,1543658400,1543658400,19.5
3,0,0,8,7,1.55,1.0,3,0.0,0.0,28.42,1543579200,1543579200,3,1006.23,0.22,331.8,0.75,1543550400,1543550400,5.0
2,0,0,12,2,1.52,1.0,1,0.0,0.0,33.75,1543399200,1543399200,3,990.25,0.81,313.6,0.68,1543377600,1543377600,13.5
9,0,0,9,3,3.17,1.0,1,0.0,0.0,34.9,1543712400,1543712400,4,1022.74,0.8,271.7,0.82,1543658400,1543658400,27.5
2,11,1,4,8,3.04,1.0,1,0.0,0.0,37.64,1543485600,1543478400,3,991.36,0.54,347.5,0.72,1543399200,1543399200,16.77
0,9,1,3,11,3.45,1.0,1,0.0,0.0,34.57,1543712400,1543712400,4,1019.9,0.52,282.9,0.82,1543662000,1543662000,18.0
0,6,0,11,6,2.43,1.0,0,0.0,0.0,31.31,1543662000,1543662000,0,1017.45,0.02,272.9,0.79,1543579200,1543579200,16.5
6,10,1,3,11,1.41,1.0,2,0.0,0.0,31.31,1543662000,1543662000,2,1017.81,1.0,289.9,0.79,1543579200,1543579200,13.0
4,8,1,0,10,2.44,1.0,2,0.0,0.0,33.59,1543399200,1543399200,2,990.2,0.92,316.3,0.68,1543377600,1543377600,10.5
9,10,0,12,2,1.21,1.0,3,0.0,0.0,37.44,1543489200,1543478400,4,991.05,0.48,344.7,0.72,1543399200,1543399200,13.5
6,11,1,4,8,1.11,1.0,3,0.0,0.0,37.44,1543489200,1543478400,3,991.71,0.37,350.4,0.72,1543399200,1543399200,16.77
10,3,1,5,9,2.66,1.0,1,0.0,0.0,37.64,1543485600,1543478400,3,991.36,0.54,347.5,0.72,1543399200,1543399200,11.0
3,0,1,4,8,1.5,1.0,0,0.0,0.0,31.26,1543658400,1543658400,1,1016.49,0.0,279.8,0.79,1543579200,1543557600,16.77
5,7,0,8,7,0.57,1.0,0,0.0,0.0,31.57,1543658400,1543658400,1,1014.74,0.0,286.9,0.79,1543579200,1543575600,3.0
5,0,0,8,7,1.95,1.0,1,0.0,0.0,37.64,1543485600,1543478400,3,991.36,0.54,347.5,0.72,1543399200,1543399200,7.0
0,6,0,9,3,2.76,1.0,0,0.0,0.0,28.42,1543579200,1543579200,1,1011.66,0.0,297.9,0.75,1543550400,1543550400,26.0
4,8,0,10,4,3.44,1.0,3,0.0,0.0,34.74,1543712400,1543712400,3,1022.54,0.34,275.8,0.82,1543662000,1543662000,38.5
3,7,1,2,1,3.07,1.0,3,0.0,0.0,28.78,1543579200,1543575600,4,1008.97,0.31,305.7,0.75,1543550400,1543550400,34.0
11,2,0,10,4,2.88,1.0,3,0.0,0.0,34.58,1543712400,1543712400,4,1023.33,0.46,274.1,0.82,1543662000,1543662000,34.0
7,6,0,9,3,1.6,1.0,1,0.0,0.0,28.69,1543579200,1543568400,4,1000.3,0.79,344.1,0.75,1543550400,1543550400,19.5
7,5,0,7,5,0.74,1.0,1,0.0,0.0,34.95,1543712400,1543712400,3,1022.92,0.53,273.3,0.82,1543658400,1543658400,7.0
7,8,0,7,5,3.31,1.0,1,0.0,0.0,28.79,1543579200,1543575600,3,1007.12,0.53,309.7,0.75,1543550400,1543550400,10.5
7,2,0,7,5,3.14,1.0,2,0.0,0.0,37.6,1543489200,1543478400,2,994.99,1.0,354.8,0.72,1543399200,1543399200,11.0
11,6,1,4,8,1.25,1.0,3,0.0,0.0,37.44,1543489200,1543478400,4,991.05,0.48,344.7,0.72,1543399200,1543399200,16.77
11,9,1,5,9,2.14,1.0,2,0.0,0.0,37.37,1543489200,1543478400,2,992.85,1.0,355.0,0.72,1543399200,1543399200,8.0
10,2,1,5,9,2.62,1.0,2,0.0,0.0,37.6,1543489200,1543478400,2,994.99,1.0,354.8,0.72,1543399200,1543399200,11.0
8,10,1,0,10,1.89,1.0,2,0.0,0.0,37.6,1543489200,1543478400,2,991.21,1.0,353.1,0.72,1543399200,1543399200,8.0
4,3,1,4,8,4.48,1.0,1,0.0,0.0,28.64,1543575600,1543568400,3,1006.42,0.52,321.4,0.75,1543550400,1543550400,16.77
0,2,1,4,8,1.39,1.0,0,0.0,0.0,31.55,1543658400,1543658400,1,1015.25,0.0,282.9,0.79,1543575600,1543568400,16.77
2,7,0,8,7,3.48,1.0,3,0.0,0.0,33.82,1543399200,1543399200,4,991.84,0.13,308.4,0.68,1543377600,1543377600,7.0
9,7,1,4,8,1.58,1.0,3,0.0,0.0,28.7,1543579200,1543575600,4,1003.62,0.22,341.1,0.75,1543550400,1543550400,16.77
8,10,0,8,7,2.59,1.0,0,0.0,0.0,33.75,1543399200,1543399200,1,991.99,0.12,315.1,0.68,1543377600,1543377600,3.5
0,8,1,3,11,1.26,1.0,3,0.0,0.0,34.58,1543712400,1543712400,3,1021.71,0.37,279.6,0.82,1543662000,1543662000,13.0
4,5,0,7,5,1.01,1.0,1,0.0,0.0,37.59,1543485600,1543478400,4,996.21,0.81,352.8,0.72,1543399200,1543399200,7.0
5,7,1,4,8,0.49,1.0,0,0.0,0.0,31.5,1543658400,1543658400,1,1014.8,0.0,285.2,0.79,1543579200,1543575600,16.77
9,4,0,10,4,0.61,1.0,2,0.0,0.0,37.37,1543489200,1543478400,2,991.33,1.0,352.4,0.72,1543399200,1543399200,27.5
7,6,1,2,1,1.08,1.0,1,0.0,0.0,37.44,1543489200,1543478400,3,991.41,0.81,352.0,0.72,1543399200,1543399200,27.0
2,10,0,12,2,2.88,1.0,1,0.0,0.0,37.6,1543489200,1543478400,4,991.07,0.76,345.8,0.72,1543399200,1543399200,22.5
8,10,0,9,3,1.97,1.0,2,0.0,0.0,37.6,1543489200,1543478400,2,994.99,1.0,354.8,0.72,1543399200,1543399200,22.5
5,0,0,12,2,1.95,1.0,3,0.0,0.0,28.9,1543579200,1543575600,3,1006.54,0.35,313.5,0.75,1543550400,1543550400,16.5
0,9,1,3,11,3.45,1.0,2,0.0,0.0,37.6,1543489200,1543478400,2,994.99,1.0,354.8,0.72,1543399200,1543399200,16.0
1,8,0,12,2,2.05,1.0,3,0.0,0.0,34.58,1543712400,1543712400,3,1021.71,0.37,279.6,0.82,1543662000,1543662000,16.5
11,8,1,3,11,3.08,1.0,1,0.0,0.0,28.79,1543579200,1543575600,4,1000.05,0.82,344.6,0.75,1543550400,1543550400,18.0
0,9,0,8,7,1.35,1.0,0,0.0,0.0,31.48,1543658400,1543658400,1,1014.31,0.0,288.3,0.79,1543575600,1543568400,7.0
2,4,1,1,0,3.13,1.0,0,0.0,0.0,28.42,1543579200,1543579200,1,1011.66,0.0,297.9,0.75,1543550400,1543550400,26.0
4,5,1,3,11,1.1,1.0,3,0.0,0.0,37.44,1543489200,1543478400,4,991.05,0.48,344.7,0.72,1543399200,1543399200,11.5
8,11,0,9,3,2.83,1.0,0,0.0,0.0,28.64,1543579200,1543579200,0,1005.85,0.12,335.5,0.75,1543550400,1543550400,22.5
11,3,0,10,4,2.99,1.0,2,0.0,0.0,37.6,1543489200,1543478400,2,994.99,1.0,354.8,0.72,1543399200,1543399200,32.5
5,10,0,7,5,1.18,1.0,0,0.0,0.0,33.75,1543399200,1543399200,1,991.99,0.12,315.1,0.68,1543377600,1543377600,7.0
